site,sampler_id,deployed,deployment_days,compound,mass_ng
Middle Malewa,MM-C3,30 June 2016,20,mirex,16.1596
Middle Malewa,MM-D1,20 June 2016,30,endosulfan sulfate,12.9033
Middle Malewa,MM-D1,20 June 2016,30,gamma-HCH,9.2127
Middle Malewa,MM-D1,20 June 2016,30,beta-HCH,3.5412
Middle Malewa,MM-D1,20 June 2016,30,alpha-HCH,9.537
Middle Malewa,MM-D1,20 June 2016,30,alpha-endosulfan,96.4687
Middle Malewa,MM-D1,20 June 2016,30,heptachlor epoxide,15.2844
Middle Malewa,MM-D1,20 June 2016,30,methoxychlor,85.8815
Middle Malewa,MM-D1,20 June 2016,30,endrin,17.5272
Middle Malewa,MM-D1,20 June 2016,30,dieldrin,83.0765
Middle Malewa,MM-D1,20 June 2016,30,pp-DDD,130.6604
Middle Malewa,MM-D1,20 June 2016,30,heptachlor,102.4421
Middle Malewa,MM-D1,20 June 2016,30,aldrin,103.978
Middle Malewa,MM-D1,20 June 2016,30,pp-DDE,218.6289
Middle Malewa,MM-D1,20 June 2016,30,pp-DDT,177.8422
Middle Malewa,MM-D1,20 June 2016,30,HCB,69.7928
Middle Malewa,MM-D1,20 June 2016,30,cis-chlordane,81.4267
Middle Malewa,MM-D1,20 June 2016,30,trans-chlordane,98.3999
Middle Malewa,MM-D1,20 June 2016,30,trans-nonachlor,65.741
Middle Malewa,MM-D1,20 June 2016,30,mirex,35.6813
Middle Malewa,MM-D2,20 June 2016,30,endosulfan sulfate,11.1275
Middle Malewa,MM-D2,20 June 2016,30,gamma-HCH,9.7864
Middle Malewa,MM-D2,20 June 2016,30,beta-HCH,3.663
Middle Malewa,MM-D2,20 June 2016,30,alpha-HCH,10.7336
Middle Malewa,MM-D2,20 June 2016,30,alpha-endosulfan,85.8051
Middle Malewa,MM-D2,20 June 2016,30,heptachlor epoxide,14.6867
Middle Malewa,MM-D2,20 June 2016,30,methoxychlor,76.8839
Middle Malewa,MM-D2,20 June 2016,30,endrin,15.514
Middle Malewa,MM-D2,20 June 2016,30,dieldrin,78.8484
Middle Malewa,MM-D2,20 June 2016,30,pp-DDD,115.9435
Middle Malewa,MM-D2,20 June 2016,30,heptachlor,89.5509
Middle Malewa,MM-D2,20 June 2016,30,aldrin,99.2374
Middle Malewa,MM-D2,20 June 2016,30,pp-DDE,182.6139
Middle Malewa,MM-D2,20 June 2016,30,pp-DDT,177.1325
Middle Malewa,MM-D2,20 June 2016,30,HCB,69.5156
Middle Malewa,MM-D2,20 June 2016,30,cis-chlordane,89.1185
Middle Malewa,MM-D2,20 June 2016,30,trans-chlordane,93.4802
Middle Malewa,MM-D2,20 June 2016,30,trans-nonachlor,65.5055
Middle Malewa,MM-D2,20 June 2016,30,mirex,35.552
Middle Malewa,MM-D3,20 June 2016,30,endosulfan sulfate,12.1272
Middle Malewa,MM-D3,20 June 2016,30,gamma-HCH,9.7903
Middle Malewa,MM-D3,20 June 2016,30,beta-HCH,3.3733
Middle Malewa,MM-D3,20 June 2016,30,alpha-HCH,10.6775
Middle Malewa,MM-D3,20 June 2016,30,alpha-endosulfan,96.2159
Middle Malewa,MM-D3,20 June 2016,30,heptachlor epoxide,14.6032
Middle Malewa,MM-D3,20 June 2016,30,methoxychlor,71.4593
Middle Malewa,MM-D3,20 June 2016,30,endrin,14.9127
Middle Malewa,MM-D3,20 June 2016,30,dieldrin,89.4775
Middle Malewa,MM-D3,20 June 2016,30,pp-DDD,128.6166
Middle Malewa,MM-D3,20 June 2016,30,heptachlor,80.0947
Middle Malewa,MM-D3,20 June 2016,30,aldrin,95.8404
Middle Malewa,MM-D3,20 June 2016,30,pp-DDE,205.774
Middle Malewa,MM-D3,20 June 2016,30,pp-DDT,176.3506
Middle Malewa,MM-D3,20 June 2016,30,HCB,73.0445
Middle Malewa,MM-D3,20 June 2016,30,cis-chlordane,90.1864
Middle Malewa,MM-D3,20 June 2016,30,trans-chlordane,98.2979
Middle Malewa,MM-D3,20 June 2016,30,trans-nonachlor,72.0574
Middle Malewa,MM-D3,20 June 2016,30,mirex,34.3777
Lake Naivasha,LN-A1,17 July 2016,3,endosulfan sulfate,31.0655
Lake Naivasha,LN-A1,17 July 2016,3,gamma-HCH,7.486
Lake Naivasha,LN-A1,17 July 2016,3,beta-HCH,5.572
Lake Naivasha,LN-A1,17 July 2016,3,alpha-HCH,13.5265
Lake Naivasha,LN-A1,17 July 2016,3,alpha-endosulfan,6.6661
Lake Naivasha,LN-A1,17 July 2016,3,heptachlor epoxide,2.5087
Lake Naivasha,LN-A1,17 July 2016,3,methoxychlor,2.3787
Lake Naivasha,LN-A1,17 July 2016,3,endrin,1.3643
Lake Naivasha,LN-A1,17 July 2016,3,dieldrin,3.1784
Lake Naivasha,LN-A1,17 July 2016,3,pp-DDD,3.2985
Lake Naivasha,LN-A1,17 July 2016,3,heptachlor,0.8988
Lake Naivasha,LN-A1,17 July 2016,3,aldrin,0.459
Lake Naivasha,LN-A1,17 July 2016,3,pp-DDE,5.1705
Lake Naivasha,LN-A1,17 July 2016,3,pp-DDT,0.8635
Lake Naivasha,LN-A1,17 July 2016,3,HCB,1.8239
Lake Naivasha,LN-A1,17 July 2016,3,cis-chlordane,1.0972
Lake Naivasha,LN-A1,17 July 2016,3,trans-chlordane,1.2527
Lake Naivasha,LN-A1,17 July 2016,3,trans-nonachlor,1.0858
Lake Naivasha,LN-A1,17 July 2016,3,mirex,0.5298
Lake Naivasha,LN-A2,17 July 2016,3,endosulfan sulfate,30.6054
Lake Naivasha,LN-A2,17 July 2016,3,gamma-HCH,8.0548
Lake Naivasha,LN-A2,17 July 2016,3,beta-HCH,5.5038
Lake Naivasha,LN-A2,17 July 2016,3,alpha-HCH,14.4991
Lake Naivasha,LN-A2,17 July 2016,3,alpha-endosulfan,6.7216
Lake Naivasha,LN-A2,17 July 2016,3,heptachlor epoxide,2.2593
Lake Naivasha,LN-A2,17 July 2016,3,methoxychlor,2.5473
Lake Naivasha,LN-A2,17 July 2016,3,endrin,1.3475
Lake Naivasha,LN-A2,17 July 2016,3,dieldrin,3.3159
Lake Naivasha,LN-A2,17 July 2016,3,pp-DDD,3.9241
Lake Naivasha,LN-A2,17 July 2016,3,heptachlor,0.925
Lake Naivasha,LN-A2,17 July 2016,3,aldrin,0.5068
Lake Naivasha,LN-A2,17 July 2016,3,pp-DDE,5.3809
Lake Naivasha,LN-A2,17 July 2016,3,pp-DDT,0.7998
Lake Naivasha,LN-A2,17 July 2016,3,HCB,2.1576
Lake Naivasha,LN-A2,17 July 2016,3,cis-chlordane,1.0859
Lake Naivasha,LN-A2,17 July 2016,3,trans-chlordane,1.3394
Lake Naivasha,LN-A2,17 July 2016,3,trans-nonachlor,1.0979
Lake Naivasha,LN-A2,17 July 2016,3,mirex,0.6955
Lake Naivasha,LN-A3,17 July 2016,3,endosulfan sulfate,33.4936
Lake Naivasha,LN-A3,17 July 2016,3,gamma-HCH,8.9859
Lake Naivasha,LN-A3,17 July 2016,3,beta-HCH,5.6
Lake Naivasha,LN-A3,17 July 2016,3,alpha-HCH,12.4135
Lake Naivasha,LN-A3,17 July 2016,3,alpha-endosulfan,5.5771
Lake Naivasha,LN-A3,17 July 2016,3,heptachlor epoxide,2.5892
Lake Naivasha,LN-A3,17 July 2016,3,methoxychlor,2.0602
Lake Naivasha,LN-A3,17 July 2016,3,endrin,1.3216
Lake Naivasha,LN-A3,17 July 2016,3,dieldrin,3.7684
Lake Naivasha,LN-A3,17 July 2016,3,pp-DDD,3.4186
Lake Naivasha,LN-A3,17 July 2016,3,heptachlor,1.0582
Lake Naivasha,LN-A3,17 July 2016,3,aldrin,0.4683
Lake Naivasha,LN-A3,17 July 2016,3,pp-DDE,5.4917
Lake Naivasha,LN-A3,17 July 2016,3,pp-DDT,0.979
Lake Naivasha,LN-A3,17 July 2016,3,HCB,1.9655
Lake Naivasha,LN-A3,17 July 2016,3,cis-chlordane,1.0034
Lake Naivasha,LN-A3,17 July 2016,3,trans-chlordane,1.2396
Lake Naivasha,LN-A3,17 July 2016,3,trans-nonachlor,1.0725
Lake Naivasha,LN-A3,17 July 2016,3,mirex,0.6162
Lake Naivasha,LN-B1,10 July 2016,10,endosulfan sulfate,35.119
Lake Naivasha,LN-B1,10 July 2016,10,gamma-HCH,9.1597
Lake Naivasha,LN-B1,10 July 2016,10,beta-HCH,5.745
Lake Naivasha,LN-B1,10 July 2016,10,alpha-HCH,13.3157
Lake Naivasha,LN-B1,10 July 2016,10,alpha-endosulfan,16.1413
Lake Naivasha,LN-B1,10 July 2016,10,heptachlor epoxide,7.8778
Lake Naivasha,LN-B1,10 July 2016,10,methoxychlor,6.95
Lake Naivasha,LN-B1,10 July 2016,10,endrin,4.4615
Lake Naivasha,LN-B1,10 July 2016,10,dieldrin,11.0529
Lake Naivasha,LN-B1,10 July 2016,10,pp-DDD,12.2675
Lake Naivasha,LN-B1,10 July 2016,10,heptachlor,3.5243
Lake Naivasha,LN-B1,10 July 2016,10,aldrin,1.2891
Lake Naivasha,LN-B1,10 July 2016,10,pp-DDE,20.3156
Lake Naivasha,LN-B1,10 July 2016,10,pp-DDT,2.5877
Lake Naivasha,LN-B1,10 July 2016,10,HCB,6.8212
Lake Naivasha,LN-B1,10 July 2016,10,cis-chlordane,3.5906
Lake Naivasha,LN-B1,10 July 2016,10,trans-chlordane,4.52
Lake Naivasha,LN-B1,10 July 2016,10,trans-nonachlor,3.4814
Lake Naivasha,LN-B1,10 July 2016,10,mirex,1.1649
Lake Naivasha,LN-B2,10 July 2016,10,endosulfan sulfate,36.0324
Lake Naivasha,LN-B2,10 July 2016,10,gamma-HCH,7.9264
Lake Naivasha,LN-B2,10 July 2016,10,beta-HCH,6.1826
Lake Naivasha,LN-B2,10 July 2016,10,alpha-HCH,15.2619
Lake Naivasha,LN-B2,10 July 2016,10,alpha-endosulfan,16.3536
Lake Naivasha,LN-B2,10 July 2016,10,heptachlor epoxide,8.303
Lake Naivasha,LN-B2,10 July 2016,10,methoxychlor,6.6352
Lake Naivasha,LN-B2,10 July 2016,10,endrin,4.249
Lake Naivasha,LN-B2,10 July 2016,10,dieldrin,10.5832
Lake Naivasha,LN-B2,10 July 2016,10,pp-DDD,10.3752
Lake Naivasha,LN-B2,10 July 2016,10,heptachlor,3.284
Lake Naivasha,LN-B2,10 July 2016,10,aldrin,1.37
Lake Naivasha,LN-B2,10 July 2016,10,pp-DDE,17.5452
Lake Naivasha,LN-B2,10 July 2016,10,pp-DDT,2.5983
Lake Naivasha,LN-B2,10 July 2016,10,HCB,6.5591
Lake Naivasha,LN-B2,10 July 2016,10,cis-chlordane,3.2269
Lake Naivasha,LN-B2,10 July 2016,10,trans-chlordane,4.4319
Lake Naivasha,LN-B2,10 July 2016,10,trans-nonachlor,3.1957
Lake Naivasha,LN-B2,10 July 2016,10,mirex,1.4204
Lake Naivasha,LN-B3,10 July 2016,10,endosulfan sulfate,38.3031
Lake Naivasha,LN-B3,10 July 2016,10,gamma-HCH,8.6581
Lake Naivasha,LN-B3,10 July 2016,10,beta-HCH,6.435
Lake Naivasha,LN-B3,10 July 2016,10,alpha-HCH,13.6408
Lake Naivasha,LN-B3,10 July 2016,10,alpha-endosulfan,14.158
Lake Naivasha,LN-B3,10 July 2016,10,heptachlor epoxide,8.0804
Lake Naivasha,LN-B3,10 July 2016,10,methoxychlor,6.2604
Lake Naivasha,LN-B3,10 July 2016,10,endrin,4.6456
Lake Naivasha,LN-B3,10 July 2016,10,dieldrin,10.5625
Lake Naivasha,LN-B3,10 July 2016,10,pp-DDD,12.1641
Lake Naivasha,LN-B3,10 July 2016,10,heptachlor,3.2447
Lake Naivasha,LN-B3,10 July 2016,10,aldrin,1.3932
Lake Naivasha,LN-B3,10 July 2016,10,pp-DDE,20.92
Lake Naivasha,LN-B3,10 July 2016,10,pp-DDT,2.7785
Lake Naivasha,LN-B3,10 July 2016,10,HCB,7.0874
Lake Naivasha,LN-B3,10 July 2016,10,cis-chlordane,3.1735
Lake Naivasha,LN-B3,10 July 2016,10,trans-chlordane,4.6274
Lake Naivasha,LN-B3,10 July 2016,10,trans-nonachlor,2.7764
Lake Naivasha,LN-B3,10 July 2016,10,mirex,1.3922
Lake Naivasha,LN-C1,30 June 2016,20,endosulfan sulfate,31.8024
Lake Naivasha,LN-C1,30 June 2016,20,gamma-HCH,10.1482
Lake Naivasha,LN-C1,30 June 2016,20,beta-HCH,6.4142
Lake Naivasha,LN-C1,30 June 2016,20,alpha-HCH,14.3711
Lake Naivasha,LN-C1,30 June 2016,20,alpha-endosulfan,23.8817
Lake Naivasha,LN-C1,30 June 2016,20,heptachlor epoxide,12.3971
Lake Naivasha,LN-C1,30 June 2016,20,methoxychlor,14.0338
Lake Naivasha,LN-C1,30 June 2016,20,endrin,8.7917
Lake Naivasha,LN-C1,30 June 2016,20,dieldrin,22.1486
Lake Naivasha,LN-C1,30 June 2016,20,pp-DDD,28.0183
Lake Naivasha,LN-C1,30 June 2016,20,heptachlor,7.131
Lake Naivasha,LN-C1,30 June 2016,20,aldrin,2.9821
Lake Naivasha,LN-C1,30 June 2016,20,pp-DDE,45.2481
Lake Naivasha,LN-C1,30 June 2016,20,pp-DDT,5.3288
Lake Naivasha,LN-C1,30 June 2016,20,HCB,15.0841
Lake Naivasha,LN-C1,30 June 2016,20,cis-chlordane,6.8727
Lake Naivasha,LN-C1,30 June 2016,20,trans-chlordane,8.2619
Lake Naivasha,LN-C1,30 June 2016,20,trans-nonachlor,5.4146
Lake Naivasha,LN-C1,30 June 2016,20,mirex,2.6924
Lake Naivasha,LN-C2,30 June 2016,20,endosulfan sulfate,34.52
Lake Naivasha,LN-C2,30 June 2016,20,gamma-HCH,9.5596
Lake Naivasha,LN-C2,30 June 2016,20,beta-HCH,5.6887
Lake Naivasha,LN-C2,30 June 2016,20,alpha-HCH,14.8759
Lake Naivasha,LN-C2,30 June 2016,20,alpha-endosulfan,26.9268
Lake Naivasha,LN-C2,30 June 2016,20,heptachlor epoxide,13.5856
Lake Naivasha,LN-C2,30 June 2016,20,methoxychlor,12.4272
Lake Naivasha,LN-C2,30 June 2016,20,endrin,8.1249
Lake Naivasha,LN-C2,30 June 2016,20,dieldrin,19.2378
Lake Naivasha,LN-C2,30 June 2016,20,pp-DDD,26.7288
Lake Naivasha,LN-C2,30 June 2016,20,heptachlor,7.896
Lake Naivasha,LN-C2,30 June 2016,20,aldrin,2.9361
Lake Naivasha,LN-C2,30 June 2016,20,pp-DDE,45.32
Lake Naivasha,LN-C2,30 June 2016,20,pp-DDT,5.9049
Lake Naivasha,LN-C2,30 June 2016,20,HCB,15.2484
Lake Naivasha,LN-C2,30 June 2016,20,cis-chlordane,7.3337
Lake Naivasha,LN-C2,30 June 2016,20,trans-chlordane,9.6772
Lake Naivasha,LN-C2,30 June 2016,20,trans-nonachlor,6.4853
Lake Naivasha,LN-C2,30 June 2016,20,mirex,2.175
Lake Naivasha,LN-C3,30 June 2016,20,endosulfan sulfate,36.0703
Lake Naivasha,LN-C3,30 June 2016,20,gamma-HCH,8.9931
Lake Naivasha,LN-C3,30 June 2016,20,beta-HCH,6.7168
Lake Naivasha,LN-C3,30 June 2016,20,alpha-HCH,14.8058
Lake Naivasha,LN-C3,30 June 2016,20,alpha-endosulfan,28.11
Lake Naivasha,LN-C3,30 June 2016,20,heptachlor epoxide,14.6182
Lake Naivasha,LN-C3,30 June 2016,20,methoxychlor,13.2051
Lake Naivasha,LN-C3,30 June 2016,20,endrin,9.1349
Lake Naivasha,LN-C3,30 June 2016,20,dieldrin,21.3051
Lake Naivasha,LN-C3,30 June 2016,20,pp-DDD,23.507
Lake Naivasha,LN-C3,30 June 2016,20,heptachlor,6.6311
Lake Naivasha,LN-C3,30 June 2016,20,aldrin,2.6795
Lake Naivasha,LN-C3,30 June 2016,20,pp-DDE,47.812
Lake Naivasha,LN-C3,30 June 2016,20,pp-DDT,5.2302
Lake Naivasha,LN-C3,30 June 2016,20,HCB,14.6913
Lake Naivasha,LN-C3,30 June 2016,20,cis-chlordane,6.6613
Lake Naivasha,LN-C3,30 June 2016,20,trans-chlordane,7.8809
Lake Naivasha,LN-C3,30 June 2016,20,trans-nonachlor,6.3383
Lake Naivasha,LN-C3,30 June 2016,20,mirex,2.2222
Lake Naivasha,LN-D1,20 June 2016,30,endosulfan sulfate,39.2393
Lake Naivasha,LN-D1,20 June 2016,30,gamma-HCH,8.5427
Lake Naivasha,LN-D1,20 June 2016,30,beta-HCH,6.7897
Lake Naivasha,LN-D1,20 June 2016,30,alpha-HCH,13.8819
Lake Naivasha,LN-D1,20 June 2016,30,alpha-endosulfan,32.5158
Lake Naivasha,LN-D1,20 June 2016,30,heptachlor epoxide,19.9176
Lake Naivasha,LN-D1,20 June 2016,30,methoxychlor,20.0992
Lake Naivasha,LN-D1,20 June 2016,30,endrin,12.3998
Lake Naivasha,LN-D1,20 June 2016,30,dieldrin,32.3641
Lake Naivasha,LN-D1,20 June 2016,30,pp-DDD,40.8508
Lake Naivasha,LN-D1,20 June 2016,30,heptachlor,11.6156
Lake Naivasha,LN-D1,20 June 2016,30,aldrin,5.3836
Lake Naivasha,LN-D1,20 June 2016,30,pp-DDE,80.2205
Lake Naivasha,LN-D1,20 June 2016,30,pp-DDT,9.0109
Lake Naivasha,LN-D1,20 June 2016,30,HCB,26.3261
Lake Naivasha,LN-D1,20 June 2016,30,cis-chlordane,12.7438
Lake Naivasha,LN-D1,20 June 2016,30,trans-chlordane,14.6194
Lake Naivasha,LN-D1,20 June 2016,30,trans-nonachlor,10.9803
Lake Naivasha,LN-D1,20 June 2016,30,mirex,4.0686
Lake Naivasha,LN-D2,20 June 2016,30,endosulfan sulfate,35.8193
Lake Naivasha,LN-D2,20 June 2016,30,gamma-HCH,7.7907
Lake Naivasha,LN-D2,20 June 2016,30,beta-HCH,6.0861
Lake Naivasha,LN-D2,20 June 2016,30,alpha-HCH,13.9687
Lake Naivasha,LN-D2,20 June 2016,30,alpha-endosulfan,34.0453
Lake Naivasha,LN-D2,20 June 2016,30,heptachlor epoxide,19.7641
Lake Naivasha,LN-D2,20 June 2016,30,methoxychlor,16.2165
Lake Naivasha,LN-D2,20 June 2016,30,endrin,11.3288
Lake Naivasha,LN-D2,20 June 2016,30,dieldrin,37.5456
Lake Naivasha,LN-D2,20 June 2016,30,pp-DDD,41.1718
Lake Naivasha,LN-D2,20 June 2016,30,heptachlor,12.5059
Lake Naivasha,LN-D2,20 June 2016,30,aldrin,5.4683
Lake Naivasha,LN-D2,20 June 2016,30,pp-DDE,74.8358
Lake Naivasha,LN-D2,20 June 2016,30,pp-DDT,8.6688
Lake Naivasha,LN-D2,20 June 2016,30,HCB,26.7677
Lake Naivasha,LN-D2,20 June 2016,30,cis-chlordane,11.2731
Lake Naivasha,LN-D2,20 June 2016,30,trans-chlordane,13.2898
Lake Naivasha,LN-D2,20 June 2016,30,trans-nonachlor,10.0273
Lake Naivasha,LN-D2,20 June 2016,30,mirex,3.758
Lake Naivasha,LN-D3,20 June 2016,30,endosulfan sulfate,32.8272
Lake Naivasha,LN-D3,20 June 2016,30,gamma-HCH,9.0329
Lake Naivasha,LN-D3,20 June 2016,30,beta-HCH,5.5849
Lake Naivasha,LN-D3,20 June 2016,30,alpha-HCH,15.4994
Lake Naivasha,LN-D3,20 June 2016,30,alpha-endosulfan,31.3225
Lake Naivasha,LN-D3,20 June 2016,30,heptachlor epoxide,17.8167
Lake Naivasha,LN-D3,20 June 2016,30,methoxychlor,17.9046
Lake Naivasha,LN-D3,20 June 2016,30,endrin,12.6898
Lake Naivasha,LN-D3,20 June 2016,30,dieldrin,29.4373
Lake Naivasha,LN-D3,20 June 2016,30,pp-DDD,40.5815
Lake Naivasha,LN-D3,20 June 2016,30,heptachlor,10.7386
Lake Naivasha,LN-D3,20 June 2016,30,aldrin,4.6745
Lake Naivasha,LN-D3,20 June 2016,30,pp-DDE,81.8502
Lake Naivasha,LN-D3,20 June 2016,30,pp-DDT,9.1957
Lake Naivasha,LN-D3,20 June 2016,30,HCB,24.5356
Lake Naivasha,LN-D3,20 June 2016,30,cis-chlordane,12.462
Lake Naivasha,LN-D3,20 June 2016,30,trans-chlordane,13.2432
Lake Naivasha,LN-D3,20 June 2016,30,trans-nonachlor,10.6293
Lake Naivasha,LN-D3,20 June 2016,30,mirex,4.1921
